id,path,mtime,bass_ratio,bass_rms_h,bass_rms_p,centroid,bandwidth,rolloff,zcr,tempo,bass_beat_mean,bass_beat_var
6b6e84cda71eecbb,C:\Users\ghwns\HJ_git\ML-Projects\bass_seeker\data\candidates\Give_It_Away\Miss - Hip Hop [Audio] [zuijRF0bdiY].wav,1754898058.3519084,0.4253026000646469,26.84735246672672,13.402124014520494,2391.948046818956,2372.0425318502816,4857.4129974431635,0.10778528924148854,117.45383522727273,-19.29290008544922,579.5924682617188
dbd7889f6c094b63,C:\Users\ghwns\HJ_git\ML-Projects\bass_seeker\data\candidates\Give_It_Away\TELEFILME - Hi-Fi Ghost [Audio] [-jid6dr145s].wav,1754898088.5547507,0.6267439721756368,29.85348949387556,8.92124089594806,2328.0668091173557,2643.4308570691046,5253.216581686717,0.07796098498184109,117.45383522727273,-19.874174118041992,711.6007080078125
4fb6119e55c54a41,C:\Users\ghwns\HJ_git\ML-Projects\bass_seeker\data\audio_raw\Groove_Is_in_the_Heart.wav,1754445458.3350058,0.46460686452842187,10.028035346962179,5.327093567115536,2568.424489020121,2437.0686048444663,5386.892935493209,0.13013053087271023,117.45383522727273,-27.82978057861328,491.6978759765625
c4427426cb8fd9be,C:\Users\ghwns\HJ_git\ML-Projects\bass_seeker\data\candidates\Groove_Is_in_the_Heart\(FREE) Michael Jackson 80s type beat - Starlight Lover [8MZR9cvKURg].wav,1754898460.4404917,0.7213536449251287,26.656536212560766,23.367805230467486,1996.1577418239142,2308.255213093756,4349.971901102269,0.07971678388879654,112.34714673913044,-22.688695907592773,439.69580078125
fbd2435bec9bd161,C:\Users\ghwns\HJ_git\ML-Projects\bass_seeker\data\candidates\Groove_Is_in_the_Heart\Got 2 Grind [s4SgL1W6syU].wav,1754898437.210753,0.9542225166585196,82.07658866114015,23.390503663262464,2152.1457985435254,2270.918112061732,4653.64264068455,0.07615215686324198,143.5546875,-16.251317977905273,514.928955078125
7fb32fae58d1da13,C:\Users\ghwns\HJ_git\ML-Projects\bass_seeker\data\candidates\Groove_Is_in_the_Heart\His Wishlist： 43. In the Disco was One (Instrumental) [qKej0y7RDy0].wav,1754898400.4839644,0.9532694044577685,57.40773210185302,17.214036687599812,1559.2378306018331,2031.146970516143,3423.815448184594,0.051004896685320704,107.666015625,-16.52804946899414,594.1679077148438
e8eb93944ae697f7,C:\Users\ghwns\HJ_git\ML-Projects\bass_seeker\data\candidates\Groove_Is_in_the_Heart\Miss - Hip Hop [Audio] [zuijRF0bdiY].wav,1754898390.5231097,0.4253026000646469,26.84735246672672,13.402124014520494,2391.948046818956,2372.0425318502816,4857.4129974431635,0.10778528924148854,117.45383522727273,-19.29290008544922,579.5924682617188
50eec215b6fe0f10,C:\Users\ghwns\HJ_git\ML-Projects\bass_seeker\data\candidates\Groove_Is_in_the_Heart\TELEFILME - Hi-Fi Ghost [Audio] [-jid6dr145s].wav,1754898427.227844,0.6267439721756368,29.85348949387556,8.92124089594806,2328.0668091173557,2643.4308570691046,5253.216581686717,0.07796098498184109,117.45383522727273,-19.874174118041992,711.6007080078125
c4f211123b4d04ab,C:\Users\ghwns\HJ_git\ML-Projects\bass_seeker\data\audio_raw\Hysteria.wav,1754445407.1913106,0.45124013729444445,10.962212943099777,5.079069736339291,2222.724649392402,2240.9392512581844,4439.880866582103,0.11652007075316288,99.38401442307692,-26.019046783447266,348.85302734375
6513c1bcbe027f4a,C:\Users\ghwns\HJ_git\ML-Projects\bass_seeker\data\candidates\Hysteria\(FREE) Michael Jackson 80s type beat - Starlight Lover [8MZR9cvKURg].wav,1754898808.3135564,0.7213536449251287,26.656536212560766,23.367805230467486,1996.1577418239142,2308.255213093756,4349.971901102269,0.07971678388879654,112.34714673913044,-22.688695907592773,439.69580078125
1923c526a5f2caab,C:\Users\ghwns\HJ_git\ML-Projects\bass_seeker\data\candidates\Hysteria\Bouncy Funk Rock Bass Jam with Trills & Harmonics [VsaEJ2gfqME].wav,1754898702.2221322,0.25305126706352926,20.677389665027256,15.75980810522999,1081.242770039561,1562.5856127263228,2158.022365308263,0.043646655036407765,143.5546875,-17.697248458862305,563.4742431640625
f7f61ceec62f7fc6,C:\Users\ghwns\HJ_git\ML-Projects\bass_seeker\data\candidates\Hysteria\Got 2 Grind [s4SgL1W6syU].wav,1754898787.231289,0.9542225166585196,82.07658866114015,23.390503663262464,2152.1457985435254,2270.918112061732,4653.64264068455,0.07615215686324198,143.5546875,-16.251317977905273,514.928955078125
671c60516bc0ae23,C:\Users\ghwns\HJ_git\ML-Projects\bass_seeker\data\candidates\Hysteria\His Wishlist： 43. In the Disco was One (Instrumental) [qKej0y7RDy0].wav,1754898746.8378835,0.9538912883096505,57.50272581854273,17.270797796945274,1548.8617735919486,2023.1004429400764,3402.521376176314,0.050817568440082644,107.666015625,-16.541826248168945,594.4004516601562
da7a914691f5f6e1,C:\Users\ghwns\HJ_git\ML-Projects\bass_seeker\data\candidates\Hysteria\Miss - Hip Hop [Audio] [zuijRF0bdiY].wav,1754898734.8362412,0.4253026000646469,26.84735246672672,13.402124014520494,2391.948046818956,2372.0425318502816,4857.4129974431635,0.10778528924148854,117.45383522727273,-19.29290008544922,579.5924682617188
5e08e80bffe0f085,C:\Users\ghwns\HJ_git\ML-Projects\bass_seeker\data\candidates\Hysteria\TELEFILME - Hi-Fi Ghost [Audio] [-jid6dr145s].wav,1754898775.9600976,0.621672192571923,29.83102231868908,8.941959575632575,2357.964413371851,2658.914898125038,5317.4834255079395,0.07978024158992365,117.45383522727273,-19.74032974243164,712.1990966796875
